group	original_path	blob_in_06ee25a	state_now	recover_with	disposition	detail
Full-text dossiers (G4)	disease-models/wwox/research/fulltext_dossiers/PMID39868255.md	a33ede16608a47f675694a50fb12ca4e879b5f7b	absent on main	git show 06ee25a:disease-models/wwox/research/fulltext_dossiers/PMID39868255.md	RECOVERED	af09f7a (G4.3), references renumbered
Full-text dossiers (G4)	disease-models/wwox/research/fulltext_dossiers/PMID41090157.md	dd059d00b3a2a13b52ac38a113f9ef52780921c4	absent on main	git show 06ee25a:disease-models/wwox/research/fulltext_dossiers/PMID41090157.md	RECOVERED	af09f7a (G4.3), references renumbered
Full-text dossiers (G4)	disease-models/wwox/research/fulltext_dossiers/PMID42128308_partial_locators.md	ae662b7bea7c346ec5b5743cae802ad7eb9ea826	differs on main	git show 06ee25a:disease-models/wwox/research/fulltext_dossiers/PMID42128308_partial_locators.md	RECOVERED	af09f7a (G4.3), references renumbered
Harness files not recovered or recovered in part (see §4)	.claude/settings.json	91795d7bfa8253a9001bb152753b00c3a55ee73d	differs on main	git show 06ee25a:.claude/settings.json	DISPOSITIONED	mandate-continuity package: present in the backup, not ported, awaiting operator decision (§21c reserved)
Harness files not recovered or recovered in part (see §4)	.claude/settings.json.example	fc63b38fefd0de574259993323799bce911976d8	differs on main	git show 06ee25a:.claude/settings.json.example	DISPOSITIONED	mandate-continuity package: present in the backup, not ported, awaiting operator decision (§21c reserved)
Harness files not recovered or recovered in part (see §4)	.claude/skills/find-fulltext/SKILL.md	5dd606ab7890203e6497c0a2ac3ff7e61433d894	differs on main	git show 06ee25a:.claude/skills/find-fulltext/SKILL.md	DISPOSITIONED	not ported: VPS skill-description rewrite; not ported (its guard, skill_description_census, was not ported)
Harness files not recovered or recovered in part (see §4)	.claude/skills/legend-aso-designer/SKILL.md	578a5e2f0a456b544c3d2c5a6f7a4bfe27d0c5a7	differs on main	git show 06ee25a:.claude/skills/legend-aso-designer/SKILL.md	DISPOSITIONED	not ported: VPS skill-description rewrite; not ported (its guard, skill_description_census, was not ported)
Harness files not recovered or recovered in part (see §4)	.claude/skills/legend-batch-inferential-sweep/SKILL.md	7093b1f4b0439222462e347765e7b84925c1d706	differs on main	git show 06ee25a:.claude/skills/legend-batch-inferential-sweep/SKILL.md	DISPOSITIONED	not ported: VPS skill-description rewrite; not ported (its guard, skill_description_census, was not ported)
Harness files not recovered or recovered in part (see §4)	.claude/skills/legend-capability-scout/SKILL.md	92c662a0fef60f442df1648e19ad56e39a5034a9	differs on main	git show 06ee25a:.claude/skills/legend-capability-scout/SKILL.md	DISPOSITIONED	not ported: VPS skill-description rewrite; not ported (its guard, skill_description_census, was not ported)
Harness files not recovered or recovered in part (see §4)	.claude/skills/legend-commit/SKILL.md	c806adb3608d0ee47fa0cabc061545e626672601	differs on main	git show 06ee25a:.claude/skills/legend-commit/SKILL.md	DISPOSITIONED	not ported: VPS skill-description rewrite; not ported (its guard, skill_description_census, was not ported)
Harness files not recovered or recovered in part (see §4)	.claude/skills/legend-dashboard/SKILL.md	ceed87e1ae4064322f4251524fd10490260e8879	differs on main	git show 06ee25a:.claude/skills/legend-dashboard/SKILL.md	DISPOSITIONED	not ported: VPS skill-description rewrite; not ported (its guard, skill_description_census, was not ported)
Harness files not recovered or recovered in part (see §4)	.claude/skills/legend-deepdive/SKILL.md	4e572294f65dac5413d4cfe1195dcfb2080b9634	differs on main	git show 06ee25a:.claude/skills/legend-deepdive/SKILL.md	RECOVERED	in part at 4be7217: VPS additions ported, never a VPS version over newer main code
Harness files not recovered or recovered in part (see §4)	.claude/skills/legend-discovery/SKILL.md	6569c51bc66a5c7007961870f20182943001d448	differs on main	git show 06ee25a:.claude/skills/legend-discovery/SKILL.md	DISPOSITIONED	not ported: VPS skill-description rewrite; not ported (its guard, skill_description_census, was not ported)
Harness files not recovered or recovered in part (see §4)	.claude/skills/legend-harness-scout/SKILL.md	5a7de257ad3ac4f9f5f96ba0adaf921885457894	differs on main	git show 06ee25a:.claude/skills/legend-harness-scout/SKILL.md	DISPOSITIONED	not ported: VPS skill-description rewrite; not ported (its guard, skill_description_census, was not ported)
Harness files not recovered or recovered in part (see §4)	.claude/skills/legend-hypothesis-forge/SKILL.md	95c86688eb73f3cfbeb4c03114be28ca16a3a368	differs on main	git show 06ee25a:.claude/skills/legend-hypothesis-forge/SKILL.md	DISPOSITIONED	not ported: VPS skill-description rewrite; not ported (its guard, skill_description_census, was not ported)
Harness files not recovered or recovered in part (see §4)	.claude/skills/legend-ingest/SKILL.md	bc0ba9622b4cfb53b583450a59cd986a9f8434d6	differs on main	git show 06ee25a:.claude/skills/legend-ingest/SKILL.md	DISPOSITIONED	not ported: VPS skill-description rewrite; not ported (its guard, skill_description_census, was not ported)
Harness files not recovered or recovered in part (see §4)	.claude/skills/legend-lint-repair-plan/SKILL.md	e6e5b49032ea7b2fc2c5cfcd9edb904c172bf731	differs on main	git show 06ee25a:.claude/skills/legend-lint-repair-plan/SKILL.md	DISPOSITIONED	not ported: VPS skill-description rewrite; not ported (its guard, skill_description_census, was not ported)
Harness files not recovered or recovered in part (see §4)	.claude/skills/legend-locator-audit/SKILL.md	9c70e69d058f4d81b22df52be56c354628ebd14d	differs on main	git show 06ee25a:.claude/skills/legend-locator-audit/SKILL.md	DISPOSITIONED	not ported: VPS skill-description rewrite; not ported (its guard, skill_description_census, was not ported)
Harness files not recovered or recovered in part (see §4)	.claude/skills/legend-paperqa/SKILL.md	739dd85dca051c544676e056ec9f31c2489192ae	differs on main	git show 06ee25a:.claude/skills/legend-paperqa/SKILL.md	DISPOSITIONED	not ported: VPS skill-description rewrite; not ported (its guard, skill_description_census, was not ported)
Harness files not recovered or recovered in part (see §4)	.claude/skills/legend-proband-priority-matrix/SKILL.md	cb6f5e5f3459707836cf3f0f2903ccfde9d1ad3d	differs on main	git show 06ee25a:.claude/skills/legend-proband-priority-matrix/SKILL.md	DISPOSITIONED	not ported: VPS skill-description rewrite; not ported (its guard, skill_description_census, was not ported)
Harness files not recovered or recovered in part (see §4)	.claude/skills/legend-research-loop/SKILL.md	6ede18eed23fafa8129ac9c71b0cb137809cec28	differs on main	git show 06ee25a:.claude/skills/legend-research-loop/SKILL.md	DISPOSITIONED	not ported: VPS skill-description rewrite; not ported (its guard, skill_description_census, was not ported)
Harness files not recovered or recovered in part (see §4)	.claude/skills/legend-safety-triage/SKILL.md	332650da567e18b5ce12a0041ad8da3298a67514	differs on main	git show 06ee25a:.claude/skills/legend-safety-triage/SKILL.md	DISPOSITIONED	not ported: VPS skill-description rewrite; not ported (its guard, skill_description_census, was not ported)
Harness files not recovered or recovered in part (see §4)	.claude/skills/legend-session-self-eval/SKILL.md	c15191e28834c220ab7e357623d13066660482c8	differs on main	git show 06ee25a:.claude/skills/legend-session-self-eval/SKILL.md	DISPOSITIONED	not ported: VPS skill-description rewrite; not ported (its guard, skill_description_census, was not ported)
Harness files not recovered or recovered in part (see §4)	.claude/skills/legend-session-takeaways/SKILL.md	9558124592d936bcb37c183a1e4c2d4071510f39	differs on main	git show 06ee25a:.claude/skills/legend-session-takeaways/SKILL.md	DISPOSITIONED	not ported: VPS skill-description rewrite; not ported (its guard, skill_description_census, was not ported)
Harness files not recovered or recovered in part (see §4)	.claude/skills/legend-start/SKILL.md	387bbfc8d5020d9110f3fdefc3aaa6574dd1d938	differs on main	git show 06ee25a:.claude/skills/legend-start/SKILL.md	DISPOSITIONED	mandate-continuity package: present in the backup, not ported, awaiting operator decision (§21c reserved)
Harness files not recovered or recovered in part (see §4)	.claude/skills/legend-study-intake-triage/SKILL.md	34f5c0d522743093f3ae857afb3b03824ea8aeb0	differs on main	git show 06ee25a:.claude/skills/legend-study-intake-triage/SKILL.md	DISPOSITIONED	not ported: VPS skill-description rewrite; not ported (its guard, skill_description_census, was not ported)
Harness files not recovered or recovered in part (see §4)	.claude/skills/legend/SKILL.md	17a0b18f663f04ceef3a1ecbb2587e659dc53715	differs on main	git show 06ee25a:.claude/skills/legend/SKILL.md	DISPOSITIONED	not ported: VPS skill-description rewrite; not ported (its guard, skill_description_census, was not ported)
Harness files not recovered or recovered in part (see §4)	CLAUDE.md	d1daffefacab847de07ea8f3afeb9651f75ff501	differs on main	git show 06ee25a:CLAUDE.md	DISPOSITIONED	mandate-continuity package: present in the backup, not ported, awaiting operator decision (§21c reserved)
Harness files not recovered or recovered in part (see §4)	deployment/claude_settings_mandate_hook.json	bf0e7435407154f200f215d3dcb45958bb9b1af0	absent on main	git show 06ee25a:deployment/claude_settings_mandate_hook.json	DISPOSITIONED	mandate-continuity package: present in the backup, not ported, awaiting operator decision (§21c reserved)
Harness files not recovered or recovered in part (see §4)	framework/instruction/LEGEND_CORE.md	82adc0caa7f3b808152c8283b0644bbc86b7a8c3	differs on main	git show 06ee25a:framework/instruction/LEGEND_CORE.md	DISPOSITIONED	mandate-continuity package: present in the backup, not ported, awaiting operator decision (§21c reserved)
Harness files not recovered or recovered in part (see §4)	framework/protocols/cross_session_transport.md	810231600a98fff93ca85e716a90ab619aa4b1fd	differs on main	git show 06ee25a:framework/protocols/cross_session_transport.md	DISPOSITIONED	mandate-continuity package: present in the backup, not ported, awaiting operator decision (§21c reserved)
Harness files not recovered or recovered in part (see §4)	framework/protocols/prompt_batch_commit.md	62084ff04e51bff88c9e09a749a30673185073e0	differs on main	git show 06ee25a:framework/protocols/prompt_batch_commit.md	RECOVERED	in part at 4be7217: VPS additions ported, never a VPS version over newer main code
Harness files not recovered or recovered in part (see §4)	framework/protocols/scientist_standing_brief.md	20b1c74a371062c746f37fbe520cf906f8aca6e3	differs on main	git show 06ee25a:framework/protocols/scientist_standing_brief.md	DISPOSITIONED	not ported: cites comparison_check and two-sided records, neither ported
Harness files not recovered or recovered in part (see §4)	framework/scripts/comparison_check.py	e4dbcadffaa82ec42305cd0be823481a30fd6a48	absent on main	git show 06ee25a:framework/scripts/comparison_check.py	DISPOSITIONED	not ported: depends on the VPS registry_records rewrite, not ported
Harness files not recovered or recovered in part (see §4)	framework/scripts/generate_semantic_graph.py	f1db4d4b7ef7e5a1ab5f512fb4918e3c5eb6979c	differs on main	git show 06ee25a:framework/scripts/generate_semantic_graph.py	DISPOSITIONED	not ported: VPS claim_links adoption changes main's generated surfaces; not ported
Harness files not recovered or recovered in part (see §4)	framework/scripts/growth_anchors.py	0ea861e416cad387f7527589b60f18b3fc3951c6	differs on main	git show 06ee25a:framework/scripts/growth_anchors.py	RECOVERED	in part at 4be7217: VPS additions ported, never a VPS version over newer main code
Harness files not recovered or recovered in part (see §4)	framework/scripts/legend_lint.py	f14a4b2c99549ec537b4a0288e75f7ea28da8575	differs on main	git show 06ee25a:framework/scripts/legend_lint.py	RECOVERED	in part at 4be7217: VPS additions ported, never a VPS version over newer main code
Harness files not recovered or recovered in part (see §4)	framework/scripts/lit_status.py	9baa72173772e90d79cbf2a9ba7537949f769c99	absent on main	git show 06ee25a:framework/scripts/lit_status.py	DISPOSITIONED	not ported: LIT-status check: its exception list is calibrated on the VPS log; migration is a BATCH_COMMIT act held with the science batch
Harness files not recovered or recovered in part (see §4)	framework/scripts/lit_status_legacy.json	dacbb1776fffaa56e0d835ad6fbe43f47a3fd39e	absent on main	git show 06ee25a:framework/scripts/lit_status_legacy.json	DISPOSITIONED	not ported: LIT-status exception snapshot of the VPS log (see lit_status.py)
Harness files not recovered or recovered in part (see §4)	framework/scripts/mandate_continuity.py	bb74ced9446f731aecff373fe54c62e504b0a026	absent on main	git show 06ee25a:framework/scripts/mandate_continuity.py	DISPOSITIONED	mandate-continuity package: present in the backup, not ported, awaiting operator decision (§21c reserved)
Harness files not recovered or recovered in part (see §4)	framework/scripts/paper_packet.py	00a4534bf1eb00322c50ba604353b1213669629f	differs on main	git show 06ee25a:framework/scripts/paper_packet.py	RECOVERED	in part at 4be7217: VPS additions ported, never a VPS version over newer main code
Harness files not recovered or recovered in part (see §4)	framework/scripts/pathograph.py	fe947fa7bbe5828646c0931b935bb20f1ebfa253	differs on main	git show 06ee25a:framework/scripts/pathograph.py	DISPOSITIONED	not ported: VPS claim_links adoption: claim-paper bindings 189 -> 140 on main's registries; not ported
Harness files not recovered or recovered in part (see §4)	framework/scripts/registry_records.py	b7c9c605e3056d7f74d960642aef5a7a56f629ac	differs on main	git show 06ee25a:framework/scripts/registry_records.py	DISPOSITIONED	not ported: main rewrote the parser after the split and solved the same defects differently (K1 is a separate change); VPS two_sided_notices / OUT OF SCOPE not ported
Harness files not recovered or recovered in part (see §4)	framework/scripts/session_self_eval.py	c1e4b10ff0196736222dbae18a94c645e71b5881	differs on main	git show 06ee25a:framework/scripts/session_self_eval.py	DISPOSITIONED	not ported: VPS unread-premise definition turns unread premises 0 -> 45 against main's shared parser; not ported
Harness files not recovered or recovered in part (see §4)	framework/scripts/skill_description_census.py	fac8b07c8238b3a37772a3ad74c8f9ce7907a5af	absent on main	git show 06ee25a:framework/scripts/skill_description_census.py	DISPOSITIONED	not ported: guards the VPS skill-description rewrites, which were not ported
Harness files not recovered or recovered in part (see §4)	framework/scripts/task_dispatch.py	6845db2d82bb2b8893b5d1af4e57f825270b9cfb	absent on main	git show 06ee25a:framework/scripts/task_dispatch.py	DISPOSITIONED	mandate-continuity package: present in the backup, not ported, awaiting operator decision (§21c reserved)
Harness files not recovered or recovered in part (see §4)	framework/scripts/task_id_collision.py	b8053f7a4cd84692a43d87f28069c7d7055a2516	absent on main	git show 06ee25a:framework/scripts/task_id_collision.py	DISPOSITIONED	mandate-continuity package: present in the backup, not ported, awaiting operator decision (§21c reserved)
Harness files not recovered or recovered in part (see §4)	framework/scripts/test_comparison_check.py	28d93940ff7e7b32a8ef420e091bead6c698198a	absent on main	git show 06ee25a:framework/scripts/test_comparison_check.py	DISPOSITIONED	not ported: tests comparison_check, not ported
Harness files not recovered or recovered in part (see §4)	framework/scripts/test_evidence_presence.py	fca4e77706464403e4e60ff8e820cd6bb8132f90	differs on main	git show 06ee25a:framework/scripts/test_evidence_presence.py	RECOVERED	in part at 4be7217: VPS additions ported, never a VPS version over newer main code
Harness files not recovered or recovered in part (see §4)	framework/scripts/test_growth_anchors.py	e59a8b1c583beb72ac7db50cc16c4a1bd693e103	differs on main	git show 06ee25a:framework/scripts/test_growth_anchors.py	RECOVERED	in part at 4be7217: VPS additions ported, never a VPS version over newer main code
Harness files not recovered or recovered in part (see §4)	framework/scripts/test_harness_followups.py	edcc9f01f7206d02a0cd106fa4c30ff886e5cbfe	absent on main	git show 06ee25a:framework/scripts/test_harness_followups.py	DISPOSITIONED	mandate-continuity package: present in the backup, not ported, awaiting operator decision (§21c reserved)
Harness files not recovered or recovered in part (see §4)	framework/scripts/test_lit_status.py	3c06ec1712fc29f85da9af118d8173d7051b9bce	absent on main	git show 06ee25a:framework/scripts/test_lit_status.py	DISPOSITIONED	not ported: tests lit_status, not ported
Harness files not recovered or recovered in part (see §4)	framework/scripts/test_mandate_continuity.py	fbace750be0f4faa8570eb2a1f1a72bed092782b	absent on main	git show 06ee25a:framework/scripts/test_mandate_continuity.py	DISPOSITIONED	mandate-continuity package: present in the backup, not ported, awaiting operator decision (§21c reserved)
Harness files not recovered or recovered in part (see §4)	framework/scripts/test_paper_packet.py	365d405511b1f96dc0af9f9ac3c487da514b3764	differs on main	git show 06ee25a:framework/scripts/test_paper_packet.py	RECOVERED	in part at 18b4de9: VPS additions ported, never a VPS version over newer main code
Harness files not recovered or recovered in part (see §4)	framework/scripts/test_pathograph.py	ff158f77d746ce2417ec85fb7fa68d07e8c4bfb4	differs on main	git show 06ee25a:framework/scripts/test_pathograph.py	DISPOSITIONED	not ported: tests the non-ported pathograph change
Harness files not recovered or recovered in part (see §4)	framework/scripts/test_quota_state.py	c0d1193cac3d1826076608a735a1d94a347ec235	differs on main	git show 06ee25a:framework/scripts/test_quota_state.py	RECOVERED	in part at 4be7217: VPS additions ported, never a VPS version over newer main code
Harness files not recovered or recovered in part (see §4)	framework/scripts/test_registry_records.py	ec034a7bb20df86ce9b57edbc37c3a61f6534e14	differs on main	git show 06ee25a:framework/scripts/test_registry_records.py	DISPOSITIONED	not ported: tests the non-ported registry_records rewrite
Harness files not recovered or recovered in part (see §4)	framework/scripts/test_session_self_eval.py	ada379f65461ea7dc926fded6287ba07679e776f	differs on main	git show 06ee25a:framework/scripts/test_session_self_eval.py	DISPOSITIONED	not ported: tests the non-ported session_self_eval change
Harness files not recovered or recovered in part (see §4)	framework/scripts/test_skill_description_census.py	bb16cc83f061fcbad3e6bfd5d670732a53fe63c9	absent on main	git show 06ee25a:framework/scripts/test_skill_description_census.py	DISPOSITIONED	not ported: tests skill_description_census, not ported
Harness files not recovered or recovered in part (see §4)	framework/scripts/test_task_id_collision.py	918bf919d8eed33dcf34d20f27fa1030c732f36e	absent on main	git show 06ee25a:framework/scripts/test_task_id_collision.py	DISPOSITIONED	mandate-continuity package: present in the backup, not ported, awaiting operator decision (§21c reserved)
Harness files not recovered or recovered in part (see §4)	framework/scripts/trace_claim_foundation.py	dda2fa53758fafdfc36bddf56129f7ecd43fd959	differs on main	git show 06ee25a:framework/scripts/trace_claim_foundation.py	DISPOSITIONED	not ported: VPS claim_links adoption; not ported
Harness files not recovered or recovered in part (see §4)	framework/state/growth_anchors.jsonl	63c8c0bb7aba2c2a886310b31709c92b71ad559e	differs on main	git show 06ee25a:framework/state/growth_anchors.jsonl	DISPOSITIONED	not ported: state ledger: VPS events describe VPS batches; main's anchors re-recorded by this recovery's own events
Harness files not recovered or recovered in part (see §4)	framework/state/state_manifest_current.md	4d81ca2214fa760083a5ac932da675cf94530870	differs on main	git show 06ee25a:framework/state/state_manifest_current.md	DISPOSITIONED	not ported: state-control file: never copied; aligned in G4.1 (7b8b8d4) and updated by each recovery batch
Harness files not recovered or recovered in part (see §4)	governance/annex_a_task_contract.md	d7fcd24770194e3ed0ece85b236ae36fd7cd9e63	differs on main	git show 06ee25a:governance/annex_a_task_contract.md	DISPOSITIONED	mandate-continuity package: present in the backup, not ported, awaiting operator decision (§21c reserved)
Harness files not recovered or recovered in part (see §4)	roles/orchestrator.md	ea46fbbb16509bf8f79902f7abcafe8620482647	differs on main	git show 06ee25a:roles/orchestrator.md	DISPOSITIONED	mandate-continuity package: present in the backup, not ported, awaiting operator decision (§21c reserved)
Harness files not recovered or recovered in part (see §4)	scripts/legend_commit.sh	19f4030bbe0c88e3c4caf9969585ee9d9f390357	differs on main	git show 06ee25a:scripts/legend_commit.sh	DISPOSITIONED	not ported: VPS neutral-subject wrapper contradicted by a newer main test; not ported (commit_subject.py itself recovered in G1)
Harness files not recovered or recovered in part (see §4)	scripts/run_release_regressions.py	11a8c0cea691568d3de7fda26c240cdb424c7055	differs on main	git show 06ee25a:scripts/run_release_regressions.py	RECOVERED	in part at 4be7217: VPS additions ported, never a VPS version over newer main code
Harness files not recovered or recovered in part (see §4)	scripts/test_legend_commit.py	32f44a4650afcf48951f57210e366667acf16786	differs on main	git show 06ee25a:scripts/test_legend_commit.py	DISPOSITIONED	not ported: tests the non-ported wrapper change
Harness files not recovered or recovered in part (see §4)	scripts/test_release_runner_verdict.py	ca821750dc082d02bcff065ced7665131b0b2326	differs on main	git show 06ee25a:scripts/test_release_runner_verdict.py	RECOVERED	in part at 4be7217: VPS additions ported, never a VPS version over newer main code
Harness files not recovered or recovered in part (see §4)	scripts/test_stop_policy.py	8a825031e9d14a14168814790be0176cadd3ec92	differs on main	git show 06ee25a:scripts/test_stop_policy.py	DISPOSITIONED	mandate-continuity package: present in the backup, not ported, awaiting operator decision (§21c reserved)
Learning records not recovered (mandate-continuity package)	learning/plan/SLR-plan-20260914-mandate-continuity-runtime.md	cdb65a128e98866f8057aff7fda230d080a160ae	absent on main	git show 06ee25a:learning/plan/SLR-plan-20260914-mandate-continuity-runtime.md	DISPOSITIONED	mandate-continuity package: kept in the backup, awaiting operator decision
Learning records not recovered (mandate-continuity package)	learning/plan/SLR-plan-20260914-orchestrator-continuity.md	119113cf450998b38609e62c922347456c2a024b	absent on main	git show 06ee25a:learning/plan/SLR-plan-20260914-orchestrator-continuity.md	DISPOSITIONED	mandate-continuity package: kept in the backup, awaiting operator decision
Mirror consultations	disease-models/wwox/research/mirror_consultations/2026-09-13_BATCH_20260913_001_mirror_extracted_from_transcript.md	88229e57c5bfd700f19899fa607f1d4cf36a1bc7	absent on main	git show 06ee25a:disease-models/wwox/research/mirror_consultations/2026-09-13_BATCH_20260913_001_mirror_extracted_from_transcript.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Mirror consultations	disease-models/wwox/research/mirror_consultations/2026-09-13_BATCH_20260913_001_mirror_followup_extracted_from_transcript.md	dbcbe7960bec81c6dfe9ad2c2b1d796b6e6d6931	absent on main	git show 06ee25a:disease-models/wwox/research/mirror_consultations/2026-09-13_BATCH_20260913_001_mirror_followup_extracted_from_transcript.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Mirror consultations	disease-models/wwox/research/mirror_consultations/2026-09-13_BATCH_20260913_004_consultation_packet.md	8e31671fbc5b437205d7cc653a382434054d591a	absent on main	git show 06ee25a:disease-models/wwox/research/mirror_consultations/2026-09-13_BATCH_20260913_004_consultation_packet.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Mirror consultations	disease-models/wwox/research/mirror_consultations/2026-09-13_BATCH_20260913_004_consultation_packet_v2.md	da37483a6ee5d5ecc75e528bebb74dcaf32ce2a8	absent on main	git show 06ee25a:disease-models/wwox/research/mirror_consultations/2026-09-13_BATCH_20260913_004_consultation_packet_v2.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Mirror consultations	disease-models/wwox/research/mirror_consultations/2026-09-13_BATCH_20260913_004_mirror.md	8867da183a64b3c38a818791f83e23341aff1161	absent on main	git show 06ee25a:disease-models/wwox/research/mirror_consultations/2026-09-13_BATCH_20260913_004_mirror.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Mirror consultations	disease-models/wwox/research/mirror_consultations/2026-09-13_BATCH_20260913_004_mirror_v2.md	6ffe51670a9cad033f2d2a84c1961e7aa52bf5f2	absent on main	git show 06ee25a:disease-models/wwox/research/mirror_consultations/2026-09-13_BATCH_20260913_004_mirror_v2.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Mirror consultations	disease-models/wwox/research/mirror_consultations/2026-09-13_D8_mirror_extracted_from_transcript.md	15056f63afb1109e3653cb8f901fc01bc4e75913	absent on main	git show 06ee25a:disease-models/wwox/research/mirror_consultations/2026-09-13_D8_mirror_extracted_from_transcript.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Mirror consultations	disease-models/wwox/research/mirror_consultations/2026-09-14_BATCH_20260914_005_consultation_packet.md	a0bcea3e1540a9c50a7ce031831ab3c3802a1c03	absent on main	git show 06ee25a:disease-models/wwox/research/mirror_consultations/2026-09-14_BATCH_20260914_005_consultation_packet.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Mirror consultations	disease-models/wwox/research/mirror_consultations/2026-09-14_BATCH_20260914_005_mirror.md	23f5145fd98509ac80e627fddb3746e114ee6b14	absent on main	git show 06ee25a:disease-models/wwox/research/mirror_consultations/2026-09-14_BATCH_20260914_005_mirror.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/analysis/data/dismech_phase2_baseline.json	434c005d8be35eab74d8626b985725f4911b05eb	differs on main	git show 06ee25a:disease-models/wwox/analysis/data/dismech_phase2_baseline.json	DISPOSITIONED	held for the operator: science the VPS batches propagated into this surface; re-derivation stopped by the mandate's STOP rules (consolidated-baseline narrowing of CLAIM 006/007; backlog overlap on every VPS-touched claim) — see README §7
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/analysis/data/dismech_phase2_baseline_rev17_superseded.json	ec06164129f299bbb39bcc4178261f1a4027aec4	absent on main	git show 06ee25a:disease-models/wwox/analysis/data/dismech_phase2_baseline_rev17_superseded.json	DISPOSITIONED	held for the operator: science the VPS batches propagated into this surface; re-derivation stopped by the mandate's STOP rules (consolidated-baseline narrowing of CLAIM 006/007; backlog overlap on every VPS-touched claim) — see README §7
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/analysis/data/dismech_sidecar_016_024_035.jsonl	1e634017d13838ae1aec72d8a9a2d15e65abf922	differs on main	git show 06ee25a:disease-models/wwox/analysis/data/dismech_sidecar_016_024_035.jsonl	DISPOSITIONED	held for the operator: science the VPS batches propagated into this surface; re-derivation stopped by the mandate's STOP rules (consolidated-baseline narrowing of CLAIM 006/007; backlog overlap on every VPS-touched claim) — see README §7
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/analysis/data/pathograph_export.jsonl	b03c1b7f7a0842fd54c6bf47daa6d8aa4a769344	differs on main	git show 06ee25a:disease-models/wwox/analysis/data/pathograph_export.jsonl	DISPOSITIONED	derived surface: never copied; regenerated from main's inputs by the protocol commands
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/analysis/mechanism_intervention_map.md	ddb44e5bf169893ab8296fb95b90c65857f3560c	differs on main	git show 06ee25a:disease-models/wwox/analysis/mechanism_intervention_map.md	DISPOSITIONED	held for the operator: science the VPS batches propagated into this surface; re-derivation stopped by the mandate's STOP rules (consolidated-baseline narrowing of CLAIM 006/007; backlog overlap on every VPS-touched claim) — see README §7
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/analysis/orchestration_reviews/2026-09-10_scientist_improvement_roadmap.md	ce15c32bb92396c775dea94e8a57535f98738c8e	differs on main	git show 06ee25a:disease-models/wwox/analysis/orchestration_reviews/2026-09-10_scientist_improvement_roadmap.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/analysis/pathograph_inventory.md	ea8089803423aca8a2824a170bef566ee1eb940b	differs on main	git show 06ee25a:disease-models/wwox/analysis/pathograph_inventory.md	DISPOSITIONED	derived surface: never copied; regenerated from main's inputs by the protocol commands
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/analysis/proteostasis_rationale.md	c7c9443638069be6a58cb466a6e74547302ff436	differs on main	git show 06ee25a:disease-models/wwox/analysis/proteostasis_rationale.md	DISPOSITIONED	held for the operator: science the VPS batches propagated into this surface; re-derivation stopped by the mandate's STOP rules (consolidated-baseline narrowing of CLAIM 006/007; backlog overlap on every VPS-touched claim) — see README §7
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/analysis/scripts/reseal_dismech_baseline.py	d96d22aa21718153ea087a0b7fae021c59f385d2	differs on main	git show 06ee25a:disease-models/wwox/analysis/scripts/reseal_dismech_baseline.py	DISPOSITIONED	held for the operator: science the VPS batches propagated into this surface; re-derivation stopped by the mandate's STOP rules (consolidated-baseline narrowing of CLAIM 006/007; backlog overlap on every VPS-touched claim) — see README §7
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/analysis/scripts/test_reseal_dismech_baseline.py	d8194c47dcfd653759976dbb45569241253cdd34	absent on main	git show 06ee25a:disease-models/wwox/analysis/scripts/test_reseal_dismech_baseline.py	DISPOSITIONED	held for the operator: science the VPS batches propagated into this surface; re-derivation stopped by the mandate's STOP rules (consolidated-baseline narrowing of CLAIM 006/007; backlog overlap on every VPS-touched claim) — see README §7
